@relation ALGORITHM_VALUES_SAT-2018_EXP

@attribute algorithm string
@attribute lines_av numeric
@attribute lines_total numeric
@attribute size_av numeric
@attribute size_total numeric
@attribute number_files numeric
@attribute cyclomatic_av numeric
@attribute cyclomatic_total numeric
@attribute maxindent_av numeric
@attribute maxindent_total numeric

abcdsat_r18, 13.9952662722, 11826.0, 17924.9259259, 483973.0, 27, 4.37215528782, 3266.0, 1.89156626506, 1413.0
CaDiCaL, 10.0075987842, 6585.0, 4293.87951807, 356392.0, 83, 3.1425389755, 1411.0, 1.40979955457, 633.0
Candy, 7.03967391304, 12953.0, 6587.04032258, 816793.0, 124, 1.07428571429, 1504.0, 1.42785714286, 1999.0
cms55-main-all4fixed, 15.94, 36662.0, 10737.5390071, 1513993.0, 141, 2.64625131996, 5012.0, 1.88173178458, 3564.0
COMiniSatPS_Pulsar_drup, 7.58139534884, 3912.0, 10664.1818182, 234612.0, 22, 2.2180974478, 956.0, 1.36890951276, 590.0
expGlucose, 7.92939244663, 4829.0, 11463.2222222, 309507.0, 27, 1.8813229572, 967.0, 1.38715953307, 713.0
expMC_LRB_VSIDS_Switch, 7.81640625, 4002.0, 11089.5, 243969.0, 22, 2.05361305361, 881.0, 1.42657342657, 612.0
expMC_LRB_VSIDS_Switch_2500, 7.50396825397, 3782.0, 10623.7727273, 233723.0, 22, 1.91232227488, 807.0, 1.41706161137, 598.0
expMC_VSIDS_LRB_Switch_2500, 7.48611111111, 3773.0, 10649.3636364, 234286.0, 22, 1.90758293839, 805.0, 1.41706161137, 598.0
GHackCOMSPS_drup, 7.11740890688, 3516.0, 9037.0, 216888.0, 24, 1.9200968523, 793.0, 1.34866828087, 557.0
glucose4.2.1, 7.75885328836, 4601.0, 10333.5555556, 279006.0, 27, 1.8764940239, 942.0, 1.36454183267, 685.0
glucose3.0, 6.91463414634, 3402.0, 8850.125, 212403.0, 24, 1.85158150852, 761.0, 1.33576642336, 549.0
glucose-3.0D-patched, 7.06072874494, 3488.0, 8955.16666667, 214924.0, 24, 1.88861985472, 780.0, 1.34624697337, 556.0
glucose-3.0_PADC_10, 6.93902439024, 3414.0, 8877.79166667, 213067.0, 24, 1.86131386861, 765.0, 1.33576642336, 549.0
glucose-3.0_PADC_3, 6.93902439024, 3414.0, 8877.79166667, 213067.0, 24, 1.86131386861, 765.0, 1.33576642336, 549.0
Glucose_Hack_Kiel_fastBVE, 6.89696969697, 3414.0, 8909.66666667, 213832.0, 24, 1.83333333333, 759.0, 1.33333333333, 552.0
glucose-syrup-4.1, 7.2, 4176.0, 10027.2692308, 260709.0, 26, 1.7306122449, 848.0, 1.32040816327, 647.0
gluHack, 7.01016260163, 3449.0, 8904.04166667, 213697.0, 24, 1.87591240876, 771.0, 1.33819951338, 550.0
glu_mix, 7.02028397566, 3461.0, 8931.54166667, 214357.0, 24, 1.89077669903, 779.0, 1.34466019417, 554.0
inIDGlucose, 7.06477732794, 3490.0, 8967.04166667, 215209.0, 24, 1.89346246973, 782.0, 1.34382566586, 555.0
Maple_CM, 7.81, 3905.0, 10915.1363636, 240133.0, 22, 2.05463182898, 865.0, 1.4109263658, 594.0
Maple_CM_Dist, 7.95436507937, 4009.0, 11125.4545455, 244760.0, 22, 2.09905660377, 890.0, 1.42216981132, 603.0
Maple_CM_ordUIP, 7.96831683168, 4024.0, 11213.0909091, 246688.0, 22, 2.09176470588, 889.0, 1.42823529412, 607.0
Maple_CM_ordUIP+, 7.99011857708, 4043.0, 11267.3636364, 247882.0, 22, 2.10563380282, 897.0, 1.43192488263, 610.0
MapleCOMSPS_CHB_VSIDS_drup, 7.29862475442, 3715.0, 10139.1818182, 223062.0, 22, 2.06117647059, 876.0, 1.34823529412, 573.0
MapleCOMSPS_LRB_VSIDS_2_fix, 7.50972762646, 3860.0, 10456.1363636, 230035.0, 22, 2.11188811189, 906.0, 1.37062937063, 588.0
MapleCOMSPS_LRB_VSIDS_drup, 7.68798449612, 3967.0, 10745.7727273, 236407.0, 22, 2.23665893271, 964.0, 1.38051044084, 595.0
Maple_LCM+BCrestart, 7.81376518219, 3860.0, 10730.8181818, 236078.0, 22, 2.03365384615, 846.0, 1.40144230769, 583.0
Maple_LCM+BCrestart_M1, 7.81781376518, 3862.0, 10733.6363636, 236140.0, 22, 2.03365384615, 846.0, 1.40144230769, 583.0
MapleLCMDistChronoBT, 8.16237623762, 4122.0, 11034.8636364, 242767.0, 22, 2.13176470588, 906.0, 1.44, 612.0
Maple_LCM_M1, 7.76315789474, 3835.0, 10680.1363636, 234963.0, 22, 2.01201923077, 837.0, 1.40144230769, 583.0
Maple_LCM_Scavel_200_fix2, 7.95816733068, 3995.0, 11027.0454545, 242595.0, 22, 2.09456264775, 886.0, 1.42553191489, 603.0
Maple_LCM_Scavel_fix2, 7.95816733068, 3995.0, 11027.0454545, 242595.0, 22, 2.09456264775, 886.0, 1.42553191489, 603.0
smallsat, 8.86627906977, 4575.0, 11381.4761905, 239011.0, 21, 2.67881548975, 1176.0, 1.49202733485, 655.0
Riss7.1-fix, 17.523960396, 44248.0, 21341.9202899, 2945185.0, 138, 6.56517602284, 13800.0, 2.04662226451, 4302.0
YalSAT, 13.6069868996, 3116.0, 17482.7142857, 122379.0, 7, 2.97222222222, 535.0, 1.45555555556, 262.0
Lingeling, 20.416821274, 33014.0, 51490.5, 1132791.0, 22, 6.35598227474, 8606.0, 1.77548005908, 2404.0
Sparrow2Riss-2018-fixfix, 17.6940621313, 44996.0, 22038.437037, 2975189.0, 135, 6.57681432611, 13956.0, 2.05419415646, 4359.0
Minisat-v2.2.0-106-ge2dd095, 6.0447761194, 3240.0, 8175.52, 204388.0, 25, 1.49095022624, 659.0, 1.30090497738, 575.0
